Song,File_Type,Difficulty,Total_Notes,4th_%,8th_%,12th_%,16th_%,24th_%,32nd_%,64th_%,Other_%,Density_Label
Dead Hollywood.sm,.sm,Medium,334,65.6,31.1,0.0,3.3,0.0,0.0,0.0,0.0,Easy
Dead Hollywood.sm,.sm,Easy,179,99.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Dead Hollywood.sm,.sm,Beginner,75,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Star Gear.sm,.sm,Challenge,620,33.5,35.3,1.3,28.1,0.2,0.0,1.6,0.0,Hard
Star Gear.sm,.sm,Hard,437,45.5,32.3,1.8,20.4,0.0,0.0,0.0,0.0,Hard
Star Gear.sm,.sm,Medium,259,86.5,13.5,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Star Gear.sm,.sm,Easy,188,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Star Gear.sm,.sm,Beginner,72,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Human Error.sm,.sm,Challenge,1000,35.0,21.5,15.2,28.3,0.0,0.0,0.0,0.0,Hard
Human Error.sm,.sm,Hard,578,55.4,17.6,26.3,0.7,0.0,0.0,0.0,0.0,Medium
Human Error.sm,.sm,Medium,413,69.2,30.8,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Human Error.sm,.sm,Easy,266,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Human Error.sm,.sm,Beginner,80,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Deal With It.sm,.sm,Challenge,518,45.8,23.2,0.0,30.5,0.0,0.6,0.0,0.0,Challenging
Deal With It.sm,.sm,Hard,379,60.9,22.4,0.0,16.6,0.0,0.0,0.0,0.0,Hard
Deal With It.sm,.sm,Easy,253,85.4,14.6,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Deal With It.sm,.sm,Medium,325,73.2,26.8,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Deal With It.sm,.sm,Beginner,67,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
No Beginning.sm,.sm,Challenge,884,31.6,28.2,0.0,40.3,0.0,0.0,0.0,0.0,Challenging
No Beginning.sm,.sm,Hard,594,40.4,31.5,0.0,28.1,0.0,0.0,0.0,0.0,Hard
No Beginning.sm,.sm,Medium,383,50.4,49.6,0.0,0.0,0.0,0.0,0.0,0.0,Easy
No Beginning.sm,.sm,Easy,245,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
No Beginning.sm,.sm,Beginner,81,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
